sampleID,max_prob,prediction
TCGA.SO.A8JP.TGCT.C1,0.9346299,2
TCGA.A5.A0GW.UCEC.C1,0.670485,2
TCGA.A6.2675.COAD.C2,0.9306799,1
TCGA.E9.A2JT.BRCA.C6,0.94359994,3
TCGA.UD.AAC6.MESO.C4,0.6271904,1
TCGA.L9.A743.LUAD.C6,0.48682404,2
TCGA.CC.A9FS.LIHC.C3,0.6603532,4
TCGA.FI.A2D2.UCEC.C4,0.47169733,1
TCGA.55.8511.LUAD.C3,0.8703013,1
TCGA.AN.A0FS.BRCA.C1,0.8075181,3
TCGA.HD.8224.HNSC.C3,0.9650218,1
TCGA.RD.A8N5.STAD.C6,0.60071373,1
TCGA.HU.A4G9.STAD.C1,0.93623745,4
TCGA.DX.A23Z.SARC.C3,0.9017698,6
TCGA.F4.6703.COAD.C1,0.8595325,2
TCGA.CR.7371.HNSC.C1,0.8003618,2
TCGA.W4.A7U3.TGCT.C1,0.85763466,2
TCGA.OR.A5JK.ACC.C3,0.5529762,4
TCGA.A2.A0EN.BRCA.C3,0.9700485,6
TCGA.AF.3400.READ.C4,0.99717355,1
TCGA.DD.A115.LIHC.C3,0.5337317,4
TCGA.EM.A2P2.THCA.C4,0.996743,3
TCGA.ZN.A9VP.MESO.C6,0.87527376,3
TCGA.ET.A3DS.THCA.C4,0.99922717,3
TCGA.L5.A8NV.ESCA.C2,0.69073313,1
TCGA.BQ.7060.KIRP.C3,0.79849035,4
TCGA.EB.A3XD.SKCM.C3,0.8972063,6
TCGA.2Z.A9J3.KIRP.C3,0.90401244,4
TCGA.G4.6586.COAD.C2,0.56974906,1
TCGA.DJ.A3UO.THCA.C4,0.7395093,3
TCGA.BP.4343.KIRC.C3,0.73523855,6
TCGA.BC.A10U.LIHC.C3,0.9998785,4
TCGA.EB.A51B.SKCM.C2,0.8864873,4
TCGA.D8.A1XR.BRCA.C3,0.849453,1
TCGA.CG.4449.STAD.C1,0.73948765,2
TCGA.BC.A8YO.LIHC.C4,0.76908743,2
TCGA.BH.A0DG.BRCA.C2,0.48127308,6
TCGA.56.A4BW.LUSC.C2,0.57416904,1
TCGA.VN.A88K.PRAD.C1,0.917107,3
TCGA.CM.4750.COAD.C2,0.78515905,1
TCGA.22.1012.LUSC.C1,0.8381074,2
TCGA.E9.A245.BRCA.C1,0.97143954,4
TCGA.BC.A69H.LIHC.C4,0.7583019,1
TCGA.L5.A4OP.ESCA.C1,0.53226954,3
TCGA.A2.A0CO.BRCA.C2,0.83840746,6
TCGA.CJ.5681.KIRC.C4,0.7025377,3
TCGA.2J.AABE.PAAD.C6,0.5292032,1
TCGA.DU.A7TA.LGG.C5,0.6382985,4
TCGA.WQ.A9G7.LIHC.C1,0.891644,4
TCGA.22.1005.LUSC.C6,0.89827603,2
TCGA.WK.A8XT.SARC.C3,0.8944316,1
TCGA.69.7763.LUAD.C2,0.48508546,3
TCGA.E2.A1L6.BRCA.C1,0.9718687,3
TCGA.AG.3732.READ.C3,0.9677001,1
TCGA.E9.A22E.BRCA.C2,0.5155444,1
TCGA.AO.A0JJ.BRCA.C6,0.49514267,3
TCGA.A7.A4SB.BRCA.C3,0.70318836,1
TCGA.E9.A227.BRCA.C1,0.76070994,3
TCGA.AA.3518.COAD.C1,0.9855262,3
TCGA.BR.8380.STAD.C1,0.62789357,3
TCGA.23.2081.OV.C2,0.96037483,1
TCGA.BP.4763.KIRC.C2,0.9019905,3
TCGA.AP.A05J.UCEC.C4,0.879864,1
TCGA.CV.6939.HNSC.C1,0.688101,2
TCGA.5P.A9KE.KIRP.C3,0.53842527,4
TCGA.KC.A7FD.PRAD.C1,0.66573775,4
TCGA.PZ.A5RE.PAAD.C1,0.5090047,2
TCGA.DX.A48L.SARC.C2,0.7761354,4
TCGA.QH.A6CX.LGG.C5,0.9711158,4
TCGA.2Y.A9H1.LIHC.C4,0.768062,3
TCGA.55.6642.LUAD.C3,0.50648683,1
TCGA.C8.A1HL.BRCA.C1,0.5094304,4
TCGA.77.8130.LUSC.C2,0.9999697,1
TCGA.P3.A5QA.HNSC.C2,0.580152,1
TCGA.AO.A03V.BRCA.C1,0.71652335,3
TCGA.SR.A6MX.PCPG.C3,0.78391606,4
TCGA.O2.A52S.LUSC.C1,0.57524556,2
TCGA.56.8304.LUSC.C1,0.7479656,2
TCGA.AC.A3HN.BRCA.C3,0.8871181,6
TCGA.AA.3555.COAD.C4,0.87286025,1
TCGA.DX.A1KZ.SARC.C4,0.5913391,6
TCGA.2J.AAB4.PAAD.C1,0.9664673,6
TCGA.CX.7085.HNSC.C1,0.79866797,2
TCGA.OR.A5JV.ACC.C5,0.9964302,4
TCGA.OR.A5JX.ACC.C3,0.7829908,4
TCGA.L5.A8NS.ESCA.C1,0.91829526,3
TCGA.39.5021.LUSC.C1,0.74039817,2
TCGA.55.A57B.LUAD.C6,0.6503716,3
TCGA.EJ.5499.PRAD.C1,0.83047694,3
TCGA.FD.A5BX.BLCA.C4,0.69232273,1
TCGA.BH.A0H5.BRCA.C6,0.69807804,3
TCGA.CJ.5678.KIRC.C2,0.9089309,3
TCGA.HS.A5N7.SARC.C1,0.51802254,6
TCGA.EO.A1Y7.UCEC.C2,0.86894715,1
TCGA.BG.A0MU.UCEC.C3,0.5224485,1
TCGA.CV.6948.HNSC.C1,0.63078475,2
TCGA.UP.A6WW.HNSC.C1,0.9733237,2
TCGA.GM.A3NW.BRCA.C1,0.9646711,3
TCGA.KN.8433.KICH.C3,0.696916,4
TCGA.KK.A5A1.PRAD.C4,0.8208393,3
TCGA.D6.6826.HNSC.C1,0.8957643,2
TCGA.B0.4703.KIRC.C6,0.8395021,3
TCGA.QR.A70H.PCPG.C3,0.8126057,4
TCGA.55.1592.LUAD.C6,0.6028246,3
TCGA.RD.A7BW.STAD.C6,0.56563294,3
TCGA.ZF.AA4R.BLCA.C2,0.9999609,1
TCGA.BQ.7051.KIRP.C3,0.5040102,4
TCGA.KN.8437.KICH.C5,0.48866278,3
TCGA.JY.A6FB.ESCA.C4,0.99239975,1
TCGA.P3.A6T8.HNSC.C2,0.99995434,1
TCGA.2A.AAYU.PRAD.C4,0.9584804,3
TCGA.E2.A15P.BRCA.C2,0.4119057,3
TCGA.78.7540.LUAD.C3,0.9346734,6
TCGA.DC.6156.READ.C6,0.7429878,1
TCGA.RW.A681.PCPG.C4,0.5151817,5
TCGA.BR.4201.STAD.C2,0.87990916,1
TCGA.77.8145.LUSC.C2,0.9995035,1
TCGA.BR.4370.STAD.C1,0.75818884,2
TCGA.DX.AB37.SARC.C2,0.83078665,6
TCGA.EW.A1P0.BRCA.C4,0.6856831,3
TCGA.BG.A2AD.UCEC.C1,0.9924353,3
TCGA.29.1705.OV.C4,0.9211943,1
TCGA.60.2714.LUSC.C2,0.55933,1
TCGA.EB.A3Y7.SKCM.C3,0.87308294,4
TCGA.KN.8431.KICH.C4,0.6905705,3
TCGA.UZ.A9PS.KIRP.C3,0.94206804,4
TCGA.44.2662.LUAD.C4,0.8998698,6
TCGA.E9.A1NA.BRCA.C4,0.9381359,2
TCGA.GD.A3OQ.BLCA.C2,0.6025609,1
TCGA.YZ.A982.UVM.C5,0.8559165,4
TCGA.LB.A7SX.PAAD.C1,0.9962837,2
TCGA.DU.7300.LGG.C5,0.5565181,4
TCGA.VQ.A8DT.STAD.C2,0.9153678,1
TCGA.VQ.A8PD.STAD.C6,0.5077459,2
TCGA.78.7148.LUAD.C1,0.88794506,2
TCGA.D7.A748.STAD.C6,0.7351502,2
TCGA.OR.A5L3.ACC.C5,0.9920305,4
TCGA.CD.A489.STAD.C1,0.4119981,2
TCGA.29.1695.OV.C4,0.6844452,1
TCGA.OR.A5LJ.ACC.C3,0.97453374,4
TCGA.DD.A1EI.LIHC.C1,0.45084918,3
TCGA.AO.A0JI.BRCA.C4,0.45604047,1
TCGA.BR.A44T.STAD.C2,0.993214,3
TCGA.DX.A7EM.SARC.C1,0.6745538,3
TCGA.24.1467.OV.C4,0.8303581,2
TCGA.50.8459.LUAD.C3,0.97717994,6
TCGA.EL.A3T1.THCA.C2,0.6114739,3
TCGA.A8.A07F.BRCA.C3,0.8580944,1
TCGA.BA.6871.HNSC.C2,0.76199764,1
TCGA.W5.AA2I.CHOL.C3,0.55494,1
TCGA.MH.A854.KIRP.C1,0.57986516,4
TCGA.LL.A5YM.BRCA.C1,0.83568454,2
TCGA.2Y.A9GU.LIHC.C3,0.66554785,4
TCGA.B0.5400.KIRC.C3,0.6821581,6
