sampleID,max_prob,prediction
TCGA.A2.A1FW.BRCA.C4,0.9248367579266702,2
TCGA.75.6207.LUAD.C2,0.9577241524392598,4
TCGA.A2.A259.BRCA.C1,0.9783569993891468,3
TCGA.AR.A24T.BRCA.C6,0.8702461519385715,1
TCGA.DX.A6B7.SARC.C3,0.9942229327601395,4
TCGA.DX.A6BF.SARC.C4,0.6594048529383725,6
TCGA.X6.A7WA.SARC.C3,0.9408051914182931,6
TCGA.S9.A6UA.LGG.C3,0.9998926451340185,4
TCGA.99.8033.LUAD.C1,0.7762902539706252,2
TCGA.56.7822.LUSC.C1,0.9957862697039647,2
TCGA.33.4582.LUSC.C2,0.9714644101027349,1
TCGA.A2.A0T1.BRCA.C1,0.9965949059922127,2
TCGA.3A.A9IU.PAAD.C2,0.9995969370323682,1
TCGA.AC.A2QH.BRCA.C4,0.9189196793438894,1
TCGA.W5.AA2Z.CHOL.C6,0.9613391767853129,3
TCGA.AP.A05H.UCEC.C2,0.622886168226682,1
TCGA.2L.AAQI.PAAD.C1,0.6621092872358147,6
TCGA.BH.A0HK.BRCA.C1,0.7092895795861058,3
TCGA.C8.A12N.BRCA.C2,0.6865242818223823,6
TCGA.YG.AA3N.SKCM.C3,0.9925208738771637,2
TCGA.2Y.A9H2.LIHC.C3,0.8822638225425835,4
TCGA.G9.6377.PRAD.C1,0.7971880761386809,3
TCGA.IN.7806.STAD.C3,0.9898168651095657,1
TCGA.AR.A1AV.BRCA.C4,0.9840955418866729,1
TCGA.DX.A7EI.SARC.C2,0.9970306569689743,1
TCGA.86.A4D0.LUAD.C2,0.8960617064479679,1
TCGA.BR.7901.STAD.C1,0.9982896822598781,2
TCGA.FR.A726.SKCM.C4,0.9022224622817859,1
TCGA.MK.A4N6.THCA.C6,0.9174943581490239,3
TCGA.QR.A70V.PCPG.C5,0.9931460061083721,4
TCGA.5S.A9Q8.UCEC.C3,0.8592122378091884,1
TCGA.AN.A0FV.BRCA.C4,0.9716705779231656,1
TCGA.WB.A81I.PCPG.C3,0.9930159216303361,5
TCGA.Z7.A8R5.BRCA.C1,0.7489899160190169,3
TCGA.OY.A56Q.OV.C4,0.507411004218004,1
TCGA.68.8250.LUSC.C1,0.9758498474389709,2
TCGA.FX.A2QS.SARC.C6,0.9449757657234378,1
TCGA.L5.A4ON.ESCA.C4,0.6121666537002163,1
TCGA.SO.A8JP.TGCT.C1,0.765257000125873,2
TCGA.A5.A0GW.UCEC.C1,0.7858144806938742,2
TCGA.E9.A2JT.BRCA.C6,0.910693256727368,3
TCGA.UD.AAC6.MESO.C4,0.8665851423569025,1
TCGA.CC.A9FS.LIHC.C3,0.9705762251811034,4
TCGA.FI.A2D2.UCEC.C4,0.8757419567749472,2
TCGA.55.8511.LUAD.C3,0.9338108675751966,1
TCGA.AN.A0FS.BRCA.C1,0.8871694131443859,3
TCGA.HD.8224.HNSC.C3,0.9746611892857624,1
TCGA.RD.A8N5.STAD.C6,0.819334626550415,1
TCGA.HU.A4G9.STAD.C1,0.7554403543754138,4
TCGA.DX.A23Z.SARC.C3,0.833748834876218,6
TCGA.F4.6703.COAD.C1,0.8871909101130726,2
TCGA.CR.7371.HNSC.C1,0.9438311483474391,2
TCGA.W4.A7U3.TGCT.C1,0.939451776224972,2
TCGA.A2.A0EN.BRCA.C3,0.9995164226336103,6
TCGA.AF.3400.READ.C4,0.9999321342457611,1
TCGA.DD.A115.LIHC.C3,0.9629732357655935,4
TCGA.EM.A2P2.THCA.C4,0.9997667074330276,3
TCGA.ZN.A9VP.MESO.C6,0.9968375413546643,3
TCGA.ET.A3DS.THCA.C4,0.9999955028792181,3
TCGA.KD.A5QS.SARC.C4,0.9601664312587822,1
TCGA.BQ.7060.KIRP.C3,0.934481139493433,4
TCGA.EB.A3XD.SKCM.C3,0.9295762133647247,6
TCGA.2Z.A9J3.KIRP.C3,0.9862032759854036,4
TCGA.G4.6586.COAD.C2,0.9739360821082204,1
TCGA.BC.A10U.LIHC.C3,0.9999905366479118,4
TCGA.EB.A51B.SKCM.C2,0.9743556306736194,4
TCGA.D8.A1XR.BRCA.C3,0.8833184075739555,1
TCGA.CG.4449.STAD.C1,0.8713670987572764,2
TCGA.BC.A8YO.LIHC.C4,0.9895227402688975,2
TCGA.VN.A88K.PRAD.C1,0.91774454696614,3
TCGA.CM.4750.COAD.C2,0.9915749138401428,1
TCGA.22.1012.LUSC.C1,0.9237693277690724,2
TCGA.E9.A245.BRCA.C1,0.9809991926600531,4
TCGA.A2.A0CO.BRCA.C2,0.6643241582439442,6
TCGA.DX.A6BE.SARC.C3,0.7951994863704718,6
TCGA.CJ.5681.KIRC.C4,0.8838904109303366,3
TCGA.DU.A7TA.LGG.C5,0.8513106222014476,4
TCGA.A8.A09D.BRCA.C6,0.7235885472314635,1
TCGA.ED.A7XO.LIHC.C2,0.609446344937051,3
TCGA.WQ.A9G7.LIHC.C1,0.8711533758439167,4
TCGA.22.1005.LUSC.C6,0.9621839165044459,2
TCGA.WK.A8XT.SARC.C3,0.9916829634876471,1
TCGA.E2.A1L6.BRCA.C1,0.9966521466750535,3
TCGA.AG.3732.READ.C3,0.991869384573852,1
TCGA.E9.A22E.BRCA.C2,0.7373253806468426,1
TCGA.E9.A227.BRCA.C1,0.45434031191090773,6
TCGA.AA.3518.COAD.C1,0.980783063901011,3
TCGA.GV.A3QI.BLCA.C4,0.702183142494069,1
TCGA.23.2081.OV.C2,0.9993782884949534,1
TCGA.BP.4763.KIRC.C2,0.9749931309272959,3
TCGA.GN.A8LN.SKCM.C1,0.532206150202819,4
TCGA.AP.A05J.UCEC.C4,0.953203568725414,1
TCGA.5P.A9KE.KIRP.C3,0.989250031067702,4
TCGA.KC.A7FD.PRAD.C1,0.9350624682511259,4
TCGA.AG.3728.READ.C3,0.6200092801615625,1
TCGA.PZ.A5RE.PAAD.C1,0.9945430890671279,6
TCGA.DX.A48L.SARC.C2,0.9288237118124076,4
TCGA.QH.A6CX.LGG.C5,0.9665994491547174,4
TCGA.55.6642.LUAD.C3,0.8886066636425077,6
TCGA.A4.7288.KIRP.C3,0.5985177203383951,4
TCGA.77.8130.LUSC.C2,0.9999999219497565,1
TCGA.P3.A5QA.HNSC.C2,0.9461030948948731,1
TCGA.O2.A52S.LUSC.C1,0.7749222429802909,2
TCGA.DX.A8BV.SARC.C4,0.728676859979013,1
TCGA.75.5146.LUAD.C2,0.862456422383551,3
TCGA.AC.A3HN.BRCA.C3,0.9982823767526365,6
TCGA.AA.3555.COAD.C4,0.9915254145607799,1
TCGA.2J.AAB4.PAAD.C1,0.9022229637837342,6
TCGA.CX.7085.HNSC.C1,0.966439561651777,2
TCGA.OR.A5JV.ACC.C5,0.9998489434054315,4
TCGA.OR.A5JX.ACC.C3,0.9668859586069463,4
TCGA.L5.A8NS.ESCA.C1,0.8175701547342019,3
TCGA.55.A57B.LUAD.C6,0.9898026524845477,3
TCGA.EJ.5499.PRAD.C1,0.9506016638682069,3
TCGA.FD.A5BX.BLCA.C4,0.5316115920245904,1
TCGA.BH.A0H5.BRCA.C6,0.6985252208723313,3
TCGA.CJ.5678.KIRC.C2,0.9935325728311615,3
TCGA.HS.A5N7.SARC.C1,0.8753878610003986,4
TCGA.EO.A1Y7.UCEC.C2,0.9493342517226895,1
TCGA.BG.A0MU.UCEC.C3,0.503775535266153,1
TCGA.CV.6948.HNSC.C1,0.6426416809496684,2
TCGA.UP.A6WW.HNSC.C1,0.9978351161744208,2
TCGA.GM.A3NW.BRCA.C1,0.9979916363375747,3
TCGA.KK.A5A1.PRAD.C4,0.9757263754124565,3
TCGA.D6.6826.HNSC.C1,0.9917698420603218,2
TCGA.B0.4703.KIRC.C6,0.9337009101172054,3
TCGA.QR.A70H.PCPG.C3,0.953059949297176,4
TCGA.55.1592.LUAD.C6,0.6025225627985406,3
TCGA.RD.A7BW.STAD.C6,0.9303041294450692,3
TCGA.ZF.AA4R.BLCA.C2,0.9999999222551672,1
TCGA.JY.A6FB.ESCA.C4,0.999526794286581,1
TCGA.P3.A6T8.HNSC.C2,0.9999997408070295,1
TCGA.BR.6455.STAD.C1,0.828613930829644,2
TCGA.CU.A3YL.BLCA.C3,0.6593815945294688,1
TCGA.2A.AAYU.PRAD.C4,0.9951146251857207,3
TCGA.OE.A75W.PAAD.C1,0.7695740128713597,2
TCGA.E2.A15P.BRCA.C2,0.6203024867448871,1
TCGA.DC.6156.READ.C6,0.9761181091131199,1
TCGA.BC.A216.LIHC.C1,0.6712349377789947,2
TCGA.77.8145.LUSC.C2,0.9999991798158835,1
TCGA.BR.4370.STAD.C1,0.7976837583671983,2
TCGA.DX.AB37.SARC.C2,0.9979225267924917,6
TCGA.EW.A1P0.BRCA.C4,0.9326329944300994,1
TCGA.BG.A2AD.UCEC.C1,0.999720543712746,3
TCGA.29.1705.OV.C4,0.9863581615278589,1
TCGA.EB.A3Y7.SKCM.C3,0.6051897956078455,4
TCGA.KN.8431.KICH.C4,0.7451717444762599,3
TCGA.UZ.A9PS.KIRP.C3,0.9870239315200063,4
TCGA.HZ.8002.PAAD.C3,0.7084946849120016,6
TCGA.44.2662.LUAD.C4,0.9881168055859906,6
TCGA.E9.A1NA.BRCA.C4,0.9689384859098731,2
TCGA.HC.7744.PRAD.C3,0.6859155926772309,4
TCGA.GD.A3OQ.BLCA.C2,0.7080569826572813,1
TCGA.YZ.A982.UVM.C5,0.9320248324912265,4
TCGA.ZS.A9CG.LIHC.C3,0.8883618432048691,4
TCGA.LB.A7SX.PAAD.C1,0.998898642848643,2
TCGA.VQ.A8DT.STAD.C2,0.9765134977204222,1
TCGA.VQ.A8PD.STAD.C6,0.5992373761466486,3
TCGA.78.7148.LUAD.C1,0.921788401955018,2
TCGA.OR.A5L3.ACC.C5,0.9994662377128624,4
TCGA.CD.A489.STAD.C1,0.6280185513938926,3
TCGA.29.1695.OV.C4,0.9735319866173857,1
TCGA.OR.A5LJ.ACC.C3,0.9979960268384568,4
TCGA.DD.A1EI.LIHC.C1,0.5529023832036976,3
TCGA.AO.A0JI.BRCA.C4,0.5777701646753328,3
TCGA.BR.A44T.STAD.C2,0.9903137075584939,3
TCGA.DX.A7EM.SARC.C1,0.3652382931616892,3
TCGA.50.8459.LUAD.C3,0.9990102895505435,6
TCGA.A8.A07F.BRCA.C3,0.945334569692752,1
TCGA.W5.AA2I.CHOL.C3,0.5333873794400588,1
TCGA.MH.A854.KIRP.C1,0.9985555548347512,3
TCGA.2G.AALN.TGCT.C1,0.7980268636040835,2
TCGA.LL.A5YM.BRCA.C1,0.708468654254219,2
TCGA.YL.A8SL.PRAD.C1,0.8144223311124918,4
TCGA.2Y.A9GU.LIHC.C3,0.9219045106714799,4
TCGA.B0.5400.KIRC.C3,0.8195130499161347,6
TCGA.B4.5378.KIRC.C4,0.6514222331484932,3
